English,Japanese,context
predicts,パラメーター,We found several predicts.
unpredictability,	パラメーター,This example illustrates how to use the word 'unpredictability'.
unpredictable,位相,This example illustrates how to use the word 'unpredictable'.
principal,	フェイズド,This example illustrates how to use the word 'principal'.
principally,	フェーズ,This example illustrates how to use the word 'principally'.
prior,	位相,She is an prior.
professional,予言する,This example illustrates how to use the word 'professional'.
professionally,	予測,This example illustrates how to use the word 'professionally'.
professionals,	予測できる,We found several professionals.
professionalism,	予想 通り,This example illustrates how to use the word 'professionalism'.
project,	予測,This example illustrates how to use the word 'project'.
projected,	予測,I projected the report.
projecting,	予測,They are projecting the results.
projection,	予測,This example illustrates how to use the word 'projection'.
projections,	予測,We found several projections.
projects,	予測,We found several projects.
promote,	予測できない,This example illustrates how to use the word 'promote'.
promoted,校長,I promoted the report.
promoter,	主,She is an promoter.
promoters,事前,We found several promoters.
promotes,プロ,We found several promotes.
promoting,	プロ,They are promoting the results.
promotion,	専門家,This example illustrates how to use the word 'promotion'.
promotions,	プロ 意識,We found several promotions.
regime,プロジェクト,This example illustrates how to use the word 'regime'.
regimes,	投影,We found several regimes.
resolve,	突き出た,This example illustrates how to use the word 'resolve'.
resolution,	投射,This example illustrates how to use the word 'resolution'.
resolved,	予測,I resolved the report.
resolves,	プロジェクト,We found several resolves.
resolving,進める,They are resolving the results.
unresolved,	昇格,I unresolved the report.
retain,	プロモーター,This example illustrates how to use the word 'retain'.
retained,	プロモーター,I retained the report.
retaining,	促進,They are retaining the results.
retainer,	推進,She is an retainer.
retainers,	振興,We found several retainers.
retains,	プロモーション,We found several retains.
retention,ちせい,This example illustrates how to use the word 'retention'.
retentive,	体制,This example illustrates how to use the word 'retentive'.
series,解決する,We found several series.
statistic,	解決,This example illustrates how to use the word 'statistic'.
statistician,	解決,This example illustrates how to use the word 'statistician'.
statisticians,	解決,We found several statisticians.
statistical,	解決,This example illustrates how to use the word 'statistical'.
statistically,	未解決,This example illustrates how to use the word 'statistically'.
statistics,保つ,We found several statistics.
status,	保持,We found several status.
stress,	保持,This example illustrates how to use the word 'stress'.
stressed,	家来,I stressed the report.
stresses,	家臣,We found several stresses.
stressful,	保持,This example illustrates how to use the word 'stressful'.
stressing,	保持,They are stressing the results.
unstressed,	保持,I unstressed the report.
subsequent,級数,This example illustrates how to use the word 'subsequent'.
subsequently,統計,This example illustrates how to use the word 'subsequently'.
sum,	統計学者,This example illustrates how to use the word 'sum'.
summation,	統計,This example illustrates how to use the word 'summation'.
summed,	統計的,I summed the report.
summing,	統計的,They are summing the results.
sums,	統計学,We found several sums.
summary,地位,This example illustrates how to use the word 'summary'.
summaries,ストレス,We found several summaries.
summarise,	緊張した,This example illustrates how to use the word 'summarise'.
summarised,	応力,I summarised the report.
summarises,	ストレス,We found several summarises.
summarising,	強調,They are summarising the results.
summarisation,	ストレスなし,This example illustrates how to use the word 'summarisation'.
summarisations,後続,We found several summarisations.
summarization,	その後,This example illustrates how to use the word 'summarization'.
summarizations,和,We found several summarizations.
summarize,	合計,Can you summarize the article?
summarized,	合計,I summarized the report.
summarizes,	合計,We found several summarizes.
summarizing,	合計,They are summarizing the results.
undertake,概要,This example illustrates how to use the word 'undertake'.
undertaken,	要約,This example illustrates how to use the word 'undertaken'.
undertakes,	要約,We found several undertakes.
undertaking,	要約,They are undertaking the results.
undertook,	要約,This example illustrates how to use the word 'undertook'.
Sublist 5 of the Academic Word List,	要約,This example illustrates how to use the word 'Sublist 5 of the Academic Word List'.
