English,Japanese,context
label,	内面化,Label is used frequently in academic and everyday English.
labeled,	内在化,I labeled the report.
labeling,	内部的,They are labeling the results.
labelled,調べる,I labelled the report.
labelling,	調査,They are labelling the results.
labels,	調査,We found several labels.
mechanism,	偵知,Mechanism is used frequently in academic and everyday English.
mechanisms,	究明,We found several mechanisms.
obvious,	調査,We found several obvious.
obviously,	調査,Obviously is used frequently in academic and everyday English.
occupy,	探偵,Occupy is used frequently in academic and everyday English.
occupancy,	調査 官,Occupancy is used frequently in academic and everyday English.
occupant,仕事,Occupant is used frequently in academic and everyday English.
occupants,	ジョブ,We found several occupants.
occupation,ラベル,Occupation is used frequently in academic and everyday English.
occupational,	ラベル,Occupational is used frequently in academic and everyday English.
occupations,	ラベリング,We found several occupations.
occupied,	ラベル,I occupied the report.
occupier,	ラベリング,She is an occupier.
occupiers,	ラベル,We found several occupiers.
occupies,機構,We found several occupies.
occupying,	メカニズム,They are occupying the results.
option,一目瞭然,Option is used frequently in academic and everyday English.
optional,	明らかに,Optional is used frequently in academic and everyday English.
options,占める,We found several options.
output,	駐屯,Output is used frequently in academic and everyday English.
outputs,	乗員,We found several outputs.
overall,	乗員,Overall is used frequently in academic and everyday English.
parallel,	職業,Parallel is used frequently in academic and everyday English.
paralleled,	労働,I paralleled the report.
parallelled,	職業,I parallelled the report.
parallelling,	忙しい,They are parallelling the results.
parallels,	占有者,We found several parallels.
unparalleled,	占領,I unparalleled the report.
parameter,	占める,She is an parameter.
parameters,	占領,We found several parameters.
phase,オプション,Phase is used frequently in academic and everyday English.
phased,	随意,I phased the report.
phases,	オプション,We found several phases.
phasing,アウトプット,They are phasing the results.
predict,	出力,It's hard to predict the outcome.
predictability,全,Predictability is used frequently in academic and everyday English.
predictable,並列,Predictable is used frequently in academic and everyday English.
predictably,	比類,Predictably is used frequently in academic and everyday English.
predicted,	パラレル,I predicted the report.
predicting,	パラレルリング,They are predicting the results.
prediction,	平行線,Prediction is used frequently in academic and everyday English.
predictions,	無双,We found several predictions.
predicts,パラメーター,We found several predicts.
unpredictability,	パラメーター,Unpredictability is used frequently in academic and everyday English.
unpredictable,位相,Unpredictable is used frequently in academic and everyday English.
principal,	フェイズド,Principal is used frequently in academic and everyday English.
principally,	フェーズ,Principally is used frequently in academic and everyday English.
prior,	位相,She is an prior.
professional,予言する,Professional is used frequently in academic and everyday English.
professionally,	予測,Professionally is used frequently in academic and everyday English.
